"index","alpha","group"
615,0.88887534481921,"Other"
616,0.70459665204897,"Other"
617,0.383084192676591,"Other"
618,0.31689824301014,"Other"
619,0.71372931650841,"Other"
620,1.00488334007559,"Other"
621,0.800531337557519,"Other"
622,0.821318696227479,"Other"
623,0.798567863767082,"Other"
624,0.57074311060091,"Other"
625,1.03160648992234,"Other"
626,0.424223226677796,"Other"
627,0.53564999474523,"Other"
628,-0.512164149822407,"Other"
629,0.134485852300906,"Other"
630,0.440580211989657,"Other"
631,0.653084083444898,"Other"
632,0.798567863767081,"Other"
633,0.632116806192844,"Other"
634,0.330261257370239,"Other"
635,0.0130213863398443,"Other"
636,0.286925062610796,"Other"
637,0.368262032290665,"Other"
638,0.821318696227476,"Other"
639,0.605917223306835,"Other"
640,0.837728327204044,"Other"
641,1.22226016057278,"Other"
642,0.53564999474523,"Other"
643,-0.170446797840531,"Other"
644,1.46148080365138,"Other"
645,0.109299218803169,"Other"
646,1.05980438036705,"Other"
647,0.0243920953536109,"Other"
648,0.316724229184628,"Other"
649,0.0410950159805511,"Other"
650,0.237103886589956,"Other"
651,-0.052139926395304,"Other"
652,0.161168592288114,"Other"
653,0.0367404904034927,"Other"
654,0.361960264162497,"Other"
655,1.320457122988,"Other"
656,0.137597465527939,"Other"
657,0.39260237643025,"Other"
658,1.65601043440826,"Other"
659,1.54275153156716,"Other"
660,0.432721950695598,"Other"
661,4.02717977070131e-05,"Other"
662,0.519889882414581,"Other"
663,1.52553192378294,"Other"
664,0.156047354292697,"Other"
665,1.6598937098428,"Other"
666,0.390968575206005,"Other"
667,0.00958326972394399,"Other"
668,1.0210162781697,"Other"
669,0.354526191771987,"Other"
670,0.972675782881652,"Other"
671,0.213991902639675,"Other"
672,2.44660830421956,"Other"
673,1.22382073099384,"Other"
674,0.070786473656083,"Other"
675,0.128753695307391,"Other"
676,0.326610297148402,"Other"
677,0.143845360147542,"Other"
678,0.620321751882291,"Other"
679,3.58129787672759,"Other"
680,-0.512164149822408,"Other"
681,0.346017825385755,"Other"
682,0.642209156299687,"Other"
683,1.49443116736263,"Other"
684,0.0147656186538992,"Other"
685,0.237103886589956,"Other"
686,0.060150942085047,"Other"
687,-0.0166118230185868,"Other"
688,0.545332095172477,"Other"
689,0.348527063236441,"Other"
690,0.348527063236441,"Other"
691,0.580134601893122,"Other"
692,-0.0166118230185866,"Other"
693,0.0896393139150871,"Other"
694,0.0218064107417323,"Other"
695,0.0218064107417324,"Other"
696,0.0367404904034924,"Other"
697,0.0410950159805518,"Other"
698,0.0300084824389801,"Other"
699,-0.00626899595120923,"Other"
700,0.306092555812411,"Other"
701,-0.0635722451941737,"Other"
702,0.392602376430249,"Other"
703,0.0300549752942473,"Other"
704,0.118052182144171,"Other"
705,0.15623227208152,"Other"
706,0.777157313206654,"Other"
707,0.220062421719343,"Other"
708,0.167329711720613,"Other"
709,0.000153567820998886,"Other"
710,0.151076060625819,"Other"
711,0.566099569616882,"Other"
712,1.366390287963,"Other"
713,0.80053133755752,"Other"
714,0.777157313206657,"Other"
715,0.129018453290849,"Other"
716,0.328384839764483,"Other"
717,0.313853785428267,"Other"
718,0.0100748974983147,"Other"
719,-0.143324471218901,"Other"
720,0.390968575206004,"Other"
721,0.566099569616881,"Other"
722,0.386188738000649,"Other"
723,0.570743110600909,"Other"
724,0.0300084824389789,"Other"
725,1.22226016057279,"Other"
726,-0.151857587460454,"Other"
727,0.133043038684055,"Other"
728,0.111740506329133,"Other"
729,0.809528369885689,"Other"
730,0.936576509656119,"Other"
731,0.00041796872233981,"Other"
732,0.018645575373203,"Other"
733,0.0113589097544356,"Other"
734,0.74845062569321,"Other"
735,0.0935294297305414,"Other"
736,0.160421424954566,"Other"
737,0.00652776545782382,"Other"
738,1.84867542155616,"Other"
739,0.74845062569321,"Other"
740,-0.0978776414642943,"Other"
741,0.934950853408253,"Other"
742,0.00652776545782427,"Other"
743,1.2513066249313,"Other"
744,0.646058214678764,"Other"
745,1.53465533368391,"Other"
746,0.0407851080975,"Other"
747,0.837728327204044,"Other"
748,1.12972028132857,"Other"
749,0.526794798108004,"Other"
750,1.0048833400756,"Other"
751,0.0707864736560838,"Other"
752,0.306092555812411,"Other"
753,0.645398027129612,"Other"
754,0.642209156299685,"Other"
755,0.543387660047595,"Other"
756,0.357422459811714,"Other"
757,0.00101472999454871,"Other"
758,2.20513068588567,"Other"
759,0.566099569616885,"Other"
760,0.306092555812412,"Other"
761,1.38138410626334,"Other"
762,0.570743110600907,"Other"
763,0.825988187150586,"Other"
764,0.0218064107417322,"Other"
765,0.310624709539828,"Other"
766,0.875028953737857,"Other"
767,0.106043285334832,"Other"
768,0.417054471625991,"Other"
769,0.106043285334832,"Other"
770,3.02106074814824,"Other"
771,-0.613442924459993,"Other"
772,0.0410950159805518,"Other"
773,0.0433722515153037,"Other"
774,0.549273006486895,"Other"
775,1.70549952241865,"Other"
776,1.37348674139579,"Other"
777,0.312590665494854,"Other"
778,0.0737699957558654,"Other"
779,1.71021131899894,"Other"
780,0.0487139467847219,"Other"
781,0.908392349664508,"Other"
782,0.167329711720612,"Other"
783,0.31689824301014,"Other"
784,1.22088459301325,"Other"
785,0.587929797542,"Other"
786,0.515579120705064,"Other"
787,0.56609956961688,"Other"
788,0.379693772247561,"Other"
789,0.710406993177463,"Other"
790,0.831160291682696,"Other"
791,0.314088175146304,"Other"
792,0.108548603385236,"Other"
793,0.0707864736560853,"Other"
794,0.834684271985748,"Other"
795,0.491915154386767,"Other"
796,0.499351410935894,"Other"
797,1.46148080365138,"Other"
798,0.202399789017945,"Other"
799,0.238561878725307,"Other"
800,0.0433722515153032,"Other"
801,0.552511096583121,"Other"
802,0.308980958051752,"Other"
803,-0.115034681835626,"Other"
804,0.125796141646929,"Other"
805,0.129792332886211,"Other"
806,0.642209156299685,"Other"
807,1.00488334007559,"Other"
808,0.167329711720613,"Other"
809,0.526794798108003,"Other"
810,0.885070049735463,"Other"
811,0.380127926392893,"Other"
812,2.83546249845446,"Other"
813,0.0186455753732026,"Other"
814,0.76817731075079,"Other"
815,1.87991229381346,"Other"
816,-0.0166118230185873,"Other"
817,0.210501484784993,"Other"
818,0.13035853592269,"Other"
819,0.220062421719343,"Other"
820,0.0561782677562784,"Other"
821,0.636998826232497,"Other"
822,0.138828358606912,"Other"
823,0.0218064107417323,"Other"
824,0.0816964412294232,"Other"
825,0.348527063236441,"Other"
826,1.77651114672527,"Other"
827,0.5448436614047,"Other"
828,1.00488334007559,"Other"
829,0.284708786861487,"Other"
830,-0.164546707554202,"Other"
831,0.00302918220746612,"Other"
832,0.963521136037793,"Other"
833,0.0762483869057629,"Other"
834,0.109255614208869,"Other"
835,0.360483536807319,"Other"
836,-0.0223967608133177,"Other"
837,0.563452237462958,"Other"
838,-0.0050531840051502,"Other"
839,0.0410950159805529,"Other"
840,0.118052182144171,"Other"
841,1.22226016057279,"Other"
842,1.28564365418373,"Other"
843,1.40069741750338,"Other"
844,1.20453679731432,"Other"
845,0.0399684220740933,"Other"
846,0.0896393139150866,"Other"
847,0.718520209377289,"Other"
848,-0.0635722451941733,"Other"
849,1.00488334007559,"Other"
850,0.940518627308041,"Other"
851,0.929961139122283,"Other"
852,0.192762622409177,"Other"
853,0.054279968841562,"Other"
854,0.919796767614326,"Other"
855,0.381601583876006,"Other"
856,1.22382073099384,"Other"
857,-0.11034263342797,"Other"
858,0.106043285334833,"Other"
859,0.489906217004123,"Other"
860,0.499351410935895,"Other"
861,5.74704677013327,"Other"
862,1.22226016057278,"Other"
863,1.22226016057279,"Other"
864,0.646058214678764,"Other"
865,0.0896393139150885,"Other"
866,0.323841859146458,"Other"
867,-0.00514370011568796,"Other"
868,1.04490974577485,"Other"
869,1.70917391165522,"Other"
870,0.130358535922692,"Other"
871,0.767959363000273,"Other"
872,0.710414965062132,"Other"
873,0.30609255581241,"Other"
874,0.777157313206652,"Other"
875,-0.00476459525427118,"Other"
876,0.156260441025991,"Other"
877,0.469194398021297,"Other"
878,1.92780510767493,"Other"
879,0.469194398021292,"Other"
880,0.298073617185597,"Other"
881,1.00488334007559,"Other"
882,0.0657565406710436,"Other"
883,-0.613442924459992,"Other"
884,0.0900932131798444,"Other"
885,0.0433722515153012,"Other"
886,0.033023878481648,"Other"
887,1.31540600815589,"Other"
888,0.544843661404701,"Other"
889,0.630821507808858,"Other"
890,0.298073617185594,"Other"
891,0.499351410935896,"Other"
892,0.111740506329132,"Other"
893,1.00488334007559,"Other"
894,0.0954283822925829,"Other"
895,-0.00434686861355276,"Other"
896,0.00769062257237102,"Other"
897,0.346017825385758,"Other"
898,-0.0377285683313384,"Other"
899,0.205755435614936,"Other"
900,2.06102700066859,"Other"
901,-0.0900766347636393,"Other"
902,0.324275418476467,"Other"
903,0.106043285334833,"Other"
904,1.20774481406237,"Other"
905,0.0980436191223479,"Other"
906,0.940518627308041,"Other"
907,-0.172636548357713,"Other"
908,-0.703519559223631,"Other"
909,0.130358535922691,"Other"
910,-0.16681645902921,"Other"
911,0.642209156299685,"Other"
912,0.222845215578315,"Other"
